target,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49
bjälklagskonstruktion_med_stomme_av_balkar,anställningsvillkor,betalningsmottagare,betalningsorder,betalningstransaktion,betalningsvilja,betalningsvillkor,betraktningsvinkel,bevakningsobjekt,utlösningsvillkor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,antagningsstatistik,bergslagsdistrikt,besöksstatistik,betongvaruindustri,bloggstatistik,bordstablett,branschstatistik,mäklarstatistik,registreringsstatistik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bostadsrättshavar,bostadsrättshavare,bostadsrättsinnehavare,nyttjanderättsavtal,nyttjanderättshavar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bänkskruvstycke,kontaktmunstycke,maskinskruvstycke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,dekorationsband,dekorationsslinga,dekorationssten,dilatationsfog,expropriationslag,generationsmål,observationsstudie,reparationshandbok,situationsplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,fastighetsförmedling,fastighetsförvaltare,fastighetsinnehavare,stationsförvaltare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bytesintervall,frekvensintervall,hämtningsintervall,kokpunktsintervall,konfidensintervall,spänningsintervall,storleksintervall,temperaturintervall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,anslagsmedel,avkalkningsmedel,fakultetsmedel,finansieringsmodell,flockningsmedel,forskningsmetodik,fyllningsmassa,fyllningsmaterial,fälgdiameter,fällningskemikalie,fällningsmedel,fästingmedel,maskindiskmedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,borttagningsmedel,flygbesättningsmedlem,fläckborttagningsmedel,färgborttagningsmedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,godstransportarbete,persontransportarbete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,hälsoskyddsföreskrift,hälsoskyddsförvaltning,hälsoskyddsinspektör,hälsoskyddskontor,hälsoskyddsmyndighet,hälsoskyddsnämnd,hälsoskyddsområde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,hjälpmedelscentral,hälsovårdscentral,hälsovårdsministerium,hälsovårdstjänst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,infrastrukturavgift,infrastrukturbolag,infrastrukturförvaltare,infrastrukturinvestering,infrastrukturkapacitet,infrastrukturplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,desinfektionsrum,induktionslampa,injektionsflaska,inspektionsbrunn,inspektionslucka,inspektionsrapport,inspektionsverksamhet,inspirationsmiljö,pulsrepetitionsfrekvens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bestemmelser,grästrimmer,industrikompressor,inklinometer,instrumentarium,instrumentbelysning,instrumenter,instrumentkabel,instrumentpanel,instrumentskåp,instrumenttavla,instrumenttillbehör,läsarkommentar,stjärnskruvmejsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,kommunikationskabel,kommunikationsoperatör,kommunikationsstandard,kommunikationsteknik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,barnsjuksköterska,frukostseminarier,kalkcementpelare,konsumentkontakt,konsumentköplag,konsumenttjänstlag,konsumentverk,konsumentvägledare,kontinentalbana,skorstensverkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,annonsmaterial,butiksmaterial,forntidsmänniska,järnvägsmaterial,koncernmoderbolag,konsortialavtal,konstnärsmaterial,kontaktormotorskydd,kontorsmaterial,kontrollcentral,kontrollverksamhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,deformationsegenskap,hållfasthetsegenskap,isoleringsegenskap,korrosionsegenskap,recensionsexemplar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,konsekvensanalys,kostnadsanalys,kostnadsansvar,kostnadskalkyl,kostnadsnyttoanalys,livscykelkostnadsanalys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,autotransformator,bandtransportör,krafttransformator,skyddstransformator,strömtransformator,trefastransformator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bebyggelsestruktur,fackverkstakstol,färglaserskrivare,grönstruktur,kapitalstruktur,lagerstruktur,lantbrukstraktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bankningsvinkel,grindstolpe,lagningsmassa,lagringsmedia,lagringstank,lagringstanke,säkringsstorlek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,acceptanskontroll,anmärkningskontroll,beredskapskontroll,bordskontroll,flödeskontroll,föräldrakontroll,marknadskontroll,marknadskoordinator,marknadspotential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,miljökonsekvensbedömning,miljökonsekvensbeskrivning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,konduktivitetsmätare,luftfuktighetsmätare,multifunktionsinstrument,multifunktionsmätare,multifunktionsskrivare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,ansvarsbestämmelse,avtalsbestämmelse,byggbestämmelse,detaljplanebestämmelse,genomförandebestämmelse,kontrollbestämmelse,leveransbestämmelse,planbestämmelse,slutbestämmelse,straffbestämmelse,tjänsteskrivelse,trafikbestämmelse,undantagsbestämmelse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bearbetningsmaskin,bilningsmaskin,blandningsmaskin,digitaliseringskommission,fleroperationsmaskin,frankeringsmaskin,klassificeringssällskap,orienteringstavla,plankorsningsolycka,planteringsmaskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,departementspromemoria,personkilometer,plattformstak,potentiometer,trimpotentiometer,vattenförekomster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,elproduktionsanläggning,elproduktionsenhet,induktionshäll,induktionsspole,introduktionskurs,produktionsbortfall,produktionscell,produktionsdatum,produktionsfel,produktionshall,produktionskalkyl,produktionsledare,produktionslokal,produktionsmaskin,produktionsmiljö,produktionsplan,produktionsresultat,produktionsschema,produktionsstart,produktionsstyrelse,produktionsställe,reduktionstal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,exploateringskontor,induktionsmotor,näringslivskontor,produktionsingenjör,produktionskedja,produktionskontor,produktionskontroll,produktionsmetod,produktionsplanerare,produktionsstopp,produktionssystem,produktionsteknik,revisionskontor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,byggsanktionsavgift,depositionsavgift,felparkeringsavgift,miljösanktionsavgift,sanktionsavgift,sanktionssystem,sektionsradiator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,självkostnadsprincip,självkostnadspris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,frekvensomvandlare,spänningskoncentration,spänningsomvandlare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,starkströmskabel,strukturmekanik,svagströmskabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,datakommunikationssystem,telekommunikationsområde,telekommunikationssystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,hållfasthetsparameter,kassettbandspelare,kortinnehavare,skadeståndstalan,tillskottsvärme,tillståndsansökan,tillståndshavar,tillståndshavare,tillståndsinnehavare,tillståndsvillkor,tjänsteinnehavare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,mjölkningsmaskin,tillverkningsmaskin,tillverkningsnummer,tillverkningstolerans,äggkläckningsmaskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,brandredskap,branschkunskap,transportemballage,transportinfrastruktur,transportredskap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,författningsbestämmelse,hushållningsbestämmelse,kundtillfredsställelse,strandskyddsbestämmelse,tilläggsbestämmelse,tillämpningsbestämmelse,tävlingsbestämmelse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,automationsteknik,installationsteknik,presentationsteknik,ventilationsdetalj,ventilationsinstallation,ventilationskanal,ventilationskontroll,ventilationsskorsten,ventilationsteknik,ventilationstekniker,ventilationstillbehör,ventilationstrumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bränsletrycksregulator,likströmsgenerator,växelströmsgenerator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,anläggningsmarknad,anläggningsmaskin,anläggningsnummer,anläggningsteknik,belysningsteknik,bevattningsteknik,grundläggningsteknik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,ankomsttidpunkt,anslutningsakt,anslutningsavgift,anslutningsavtal,anslutningsdel,anslutningskabel,anslutningsklämma,anslutningskontakt,anslutningsskena,anställningsbarhet,diskonteringsränta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,ansökningsförfarande,auktionsförfarande,granskningsförfarande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,ansiktsbehandling,anslutningskoppling,ansökningshandling,antikvitetshandlare,granskningshandling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,ansökningsdatum,ansökningsformulär,ansökningsmål,ansökningsomgång,anteckningsblock,avstämningsbolag,granskningsexemplar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,apotekspersonal,bevakningspersonal,brandbekämpningspersonal,butikspersonal,tjänstepersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,applikationsutveckling,destinationsutveckling,produktionsutveckling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,artikelkommentar,artikelnummer,artikelregister,bankgironummer,chassinummer,partikelstorlek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bakgrundsbelysning,bakgrundsbeskrivning,bakgrundsstörning,funktionsbeskrivning,högskoleundervisning,järnvägsnätsbeskrivning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,balansomslutning,balansräkning,balansträning,balkongrenovering,ballastrening,basketutrustning,biblioteksinredning,bolagsordning,bolagsstyrning,brandsektionering,förlagsinteckning,mellanstrykning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,audiometer,badrumsfönster,bakrutetorkare,bakteriefilter,barometer,barometertryck,basläromedel,begagnattest,beställarkompetens,biodrivmedel,borrdiameter,bromstrumma,elastomerer,galvanometer,handbromsvajer,järnmetall,skruvdiameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,avfallshanteringssystem,belastningsregister,belysningsarmatur,belysningseffekt,belysningsinstallation,belysningskrav,belysningsstolpe,belysningsstyrka,belysningssystem,belysningsändamål,beläggningssystem,datalagringssystem,klassningssystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,anläggningsarbetare,beläggningsarbete,beläggningslager,beläggningstjocklek,bildskärmsarbete,granskningsarbete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,begränsningsregel,beräkningsexempel,beräkningsformel,beräkningsmall,beräkningsmetodik,beräkningsmodell,beräkningsresultat,beräkningssektion,beräkningsstandard,beskrivningstext,bullerskyddsvall,heltäckningsmatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,beslutsunderlag,betongunderlag,budgetunderlag,diskussionsunderlag,faktaunderlag,kunskapsunderlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,anställningsskyddslag,beräkningsunderlag,beskattningsunderlag,beställningscentral,beställningssortiment,beställningsunderlag,inriktningsunderlag,planeringsunderlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bostadsanpassningsbidrag,bostadsförsörjningsprogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bangårdsombyggnad,bokstavsbarn,bostadskostnad,bostadsmarknad,bostadsorganisation,bostadstomt,bränslekostnad,konsultkostnad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,brandgasventilation,brandgasventilator,bränsledeklaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,bokningsnummer,byggnadskomponent,byggnadsmekanik,byggnadsnummer,byggnadsstomme,godkännandenummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,betongstomme,bilbarnstol,blästermedel,bolltistel,bränsletillförsel,bältesstol,bältessträckare,bältesväska,fönsterstorlek,intressebolag,jämförelsetabell,timmerstomme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,automationssystem,distributionscentral,distributionselektriker,distributionssystem,dokumentationssystem,presentationssystem,värmedistributionssystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,aktivitetsarmband,elasticitetsmodul,elasticitetsteori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,agenturhandel,bilelektronik,elektrolytkondensator,elektromekanik,elektronikavfall,elektronikdel,elektroniksystem,elektroniktillbehör,kollektivtrafikresenär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,analysinstrument,avvägningsinstrument,betalningsinstrument,bjälklagselement,bomullsstrumpa,bröllopspresent,elinstrument,elkonsument,handinstrument,kontrollinstrument,laserinstrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,arrendeavtal,entreprenadavtal,entreprenadsumma,genomförandeavtal,intresseanmälan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,chicagokonvention,dekompressionsventil,expansionsmodul,expansionsutrymme,expansionsventil,explosionsrisk,explosionssäker,transfusionsmedicin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,fordonskilometer,fordonsregister,fordonstekniker,företagsregister,kassaregister,mellanregister,skorstensfejarmästare,vägtrafikregister,värmekonduktivitet,äktenskapsregister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,brandskyddsmedel,flamskyddsmedel,frostskyddsmedel,frostskyddsvätska,fönsterputsmedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjälklagskonstruktion_med_stomme_av_balkar,fabrikationsfel,fackverksbalk,friktionsbelägg,friktionskoppling,friktionsvinkel,funktionsblock,funktionsdetalj,funktionsfel,funktionsmeny,funktionsmodell,funktionsmål,funktionsnedsatt,funktionstangent,isolationsfel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
